107320214 24/06/2002_19:54:15 INFO Marina Rodjendan
130575320 16/09/2020_15:52:56 WARNING Marko Slava
243053049 13/09/2012_13:23:46 INFO Radovan Rodjendan
13009434 19/06/2003_17:58:46 INFO Vladan Proslava
66452128 27/09/2003_19:48:34 INFO Vladan Vencanje
119994904 11/06/2000_10:45:33 WARNING Marina Krstenje
64097370 17/06/2019_17:44:11 INFO Nikola Krstenje
433159636 16/05/2018_19:37:55 INFO Vladimir Rodjendan
56831948 13/06/2009_17:15:42 INFO Ivana Vencanje
271540322 26/04/2019_16:26:39 INFO Radovan Proslava
349228576 20/09/2007_13:22:41 INFO Vladan Slava
98253352 14/01/2007_11:49:46 ERROR Nikola Krstenje
345428500 13/09/2006_16:29:26 INFO Jelena Rodjendan
2035576 25/03/2000_21:18:33 INFO Vladimir Rodjendan
42862736 24/02/2012_12:27:41 INFO Sofija Proslava
26872360 16/04/2003_14:14:34 INFO Jelena Vencanje
176422838 23/03/2017_22:36:30 INFO Aleksa Slava
36666658 14/06/2020_20:33:30 INFO Nikola Proslava
29510084 15/09/2020_12:25:57 INFO Ivana Krstenje
664110708 13/05/2008_19:52:24 INFO Anja Krstenje
436744640 22/01/2008_17:59:16 INFO Radovan Rodjendan
505250008 24/03/2018_14:25:54 INFO Miroslava Slava
43311916 11/08/2006_18:41:37 INFO Vladimir Slava
221738672 22/07/2016_12:13:12 INFO Nikola Slava
340784056 26/04/2013_12:42:22 INFO Nikola Vencanje
38560500 18/04/2011_16:51:46 INFO Anja Rodjendan
546373568 21/04/2012_17:15:19 INFO Filip Rodjendan
475046760 10/06/2002_13:43:31 INFO SYSTEM Proslava
527852264 19/09/2014_22:52:51 INFO Nikola Slava
322118252 23/09/2012_19:49:45 WARNING Nikola Vencanje
839664576 12/08/2006_17:25:39 INFO Vladimir Slava
236655226 13/05/2008_16:13:32 INFO Jelena Slava
118093384 27/01/2022_18:17:56 INFO Filip Krstenje
199449776 24/04/2001_16:55:26 INFO Jovana Slava
91473304 18/02/2015_22:12:56 INFO Marko Krstenje
29713412 22/04/2000_14:12:56 INFO Sofija Rodjendan
115273068 22/03/2011_19:59:56 INFO Vladan Krstenje
718935568 22/02/2013_19:30:10 INFO Jelena Vencanje
35184785 20/09/2005_22:50:46 INFO Ivana Proslava
251570620 23/01/2005_10:56:42 INFO Natalija Slava
54296242 22/02/2015_12:25:12 INFO Miroslava Slava
579396097 14/04/2011_15:57:41 INFO Stefan Slava
633991324 27/06/2014_14:45:36 INFO Ivana Proslava
159574504 27/06/2007_20:54:21 INFO Miroslava Krstenje
753524698 11/02/2022_16:46:31 INFO Radovan Rodjendan
169575040 22/08/2018_17:15:29 INFO Jovana Slava
861569668 10/09/2004_17:56:39 INFO Miroslava Vencanje
161744320 10/06/2010_18:25:45 ERROR Anja Vencanje
232205650 22/04/2013_15:31:23 INFO Nikola Rodjendan
115514386 22/06/2016_13:51:19 INFO Marina Krstenje
17679420 26/02/2011_20:39:54 INFO Marko Krstenje
125548264 25/07/2012_12:22:12 INFO Radovan Krstenje
122070151 22/04/2005_20:26:20 INFO Marko Vencanje
325578650 26/06/2003_17:52:54 INFO Jelena Vencanje
139938195 22/08/2012_18:21:58 INFO Ivana Vencanje
157457000 10/03/2018_19:13:31 INFO Vladan Vencanje
480155132 14/03/2017_14:41:16 INFO Nikola Proslava
637449536 12/01/2009_12:20:16 INFO Vladan Slava
177833022 16/09/2009_16:28:13 INFO Miroslava Rodjendan
52360648 26/04/2004_21:14:48 INFO Aleksa Proslava
52924890 27/04/2020_12:55:41 INFO Jovana Slava
324798200 19/01/2012_16:33:46 INFO Ivana Krstenje
334639836 22/03/2020_18:37:17 INFO Miroslava Proslava
492880767 19/06/2003_20:45:36 INFO Nikola Krstenje
157558280 14/09/2006_20:10:20 INFO Filip Slava
204803164 11/06/2017_16:37:30 INFO Radovan Rodjendan
112732520 12/04/2007_21:16:31 INFO Marko Slava
214341580 10/09/2012_14:10:45 INFO Filip Krstenje
364060925 10/03/2018_13:44:39 INFO Jovana Proslava
551528902 21/07/2002_11:29:47 INFO Radovan Proslava
114676993 21/01/2010_10:10:29 INFO Marina Vencanje
384309560 16/01/2015_18:11:24 INFO Miroslava Slava
225589699 22/08/2020_17:49:10 INFO Filip Vencanje
380063212 25/07/2002_12:24:14 INFO Natalija Rodjendan
305627452 25/09/2007_10:12:34 INFO Radovan Krstenje
49286358 22/08/2001_12:28:18 INFO Miroslava Vencanje
260165510 23/03/2015_20:14:28 INFO Vladan Krstenje
817638544 27/01/2019_22:13:30 INFO Vladimir Rodjendan
313456517 25/08/2000_10:38:11 INFO Vladimir Rodjendan
108887140 26/05/2018_21:15:49 WARNING Ivana Proslava
41127520 15/04/2014_12:12:36 INFO Vladimir Proslava
327123298 20/05/2019_17:50:19 INFO Ivana Vencanje
123493870 13/08/2015_10:54:11 INFO Filip Vencanje
174909470 23/09/2019_14:46:53 INFO Filip Slava
591388710 18/02/2011_10:59:52 INFO Jovana Krstenje
883459372 24/08/2001_21:48:39 INFO Sofija Rodjendan
377476847 24/02/2003_15:23:20 INFO Vladimir Proslava
41364632 26/09/2003_22:57:21 INFO Stefan Slava
281557992 13/08/2020_20:49:20 INFO Vladimir Slava
60604090 23/05/2016_20:46:24 INFO Stefan Slava
124008032 17/08/2007_21:30:24 INFO Ivana Slava
239789188 22/06/2013_13:41:50 WARNING Filip Rodjendan
2173396 24/02/2007_20:17:55 INFO Jovana Rodjendan
88494160 10/02/2021_17:41:58 ERROR Miroslava Krstenje
165827293 22/01/2014_11:44:29 INFO Natalija Proslava
12571714 22/09/2017_14:43:31 INFO Natalija Proslava
310235446 27/06/2012_11:35:58 INFO Marko Slava
230622013 21/08/2020_10:13:29 INFO Jovana Krstenje
322698988 14/07/2018_16:42:11 INFO Natalija Rodjendan
211823312 23/04/2008_20:43:36 INFO Marko Proslava
37207648 11/08/2005_12:17:22 INFO Stefan Rodjendan
1267080 14/09/2004_18:26:38 INFO Aleksa Rodjendan
220170528 17/01/2000_21:32:52 INFO Miroslava Rodjendan
339231600 27/06/2006_11:57:12 INFO Jelena Vencanje
234258020 27/02/2012_15:21:46 INFO Jelena Proslava
